tick,sol,sensor.temperature,sensor.wind_speed,sensor.solar_irradiance,sensor.day_phase,sensor.dust,energy.generated,energy.solar_gen,energy.wind_gen,energy.nuclear_gen,energy.consumed,energy.delta,energy.battery,energy.predicted_delta,energy.slope,energy.level,event.active,energy.alert
253,10,-33.942516045044606,2.902016966629981,132.42145398368493,0.9829629131445341,0.38589071577224554,51.45,11.45,0.0,40.0,29.0,22.45,64.79,-3.59,0.0174,NOMINAL,ColdFront,Geração: 51.5 kW  Consumo: 29.0 kW  Saldo: +22.5 kW
254,10,-34.182361422815575,2.6485768076352674,134.29124192418553,0.9330127018922192,0.3746152627564239,51.03,11.03,0.0,40.0,29.0,22.03,67.0,-0.9,0.1136,NOMINAL,ColdFront,Geração: 51.0 kW  Consumo: 29.0 kW  Saldo: +22.0 kW
255,10,-34.311954297855294,2.775253407570054,124.78646541231726,0.8535533905932737,0.3738313870833121,49.37,9.37,0.0,40.0,49.0,0.37,67.03,1.64,0.2036,HIGH,ColdFront,Geração: 49.4 kW  Consumo: 49.0 kW  Saldo: +0.4 kW
256,10,-34.127758854549526,2.86185152806484,117.71986642361432,0.7500000000000002,0.3786495575255017,47.77,7.77,0.0,40.0,49.0,-1.23,66.91,2.3,0.2337,HIGH,ColdFront,Operação nominal
257,10,-33.93547147409913,1.8683922206779369,117.90154523169112,0.6294095225512603,0.36451800935899065,46.53,6.53,0.0,40.0,49.0,-2.47,66.66,2.75,0.2552,HIGH,ColdFront,Operação nominal
258,10,-34.21862630647026,1.9891833638285108,120.81386921489897,0.5,0.3620770328186081,45.32,5.32,0.0,40.0,49.0,-3.68,66.3,3.05,0.271,HIGH,ColdFront,Operação nominal
259,10,-33.81151423482798,2.585294822254812,126.14185390429749,0.3705904774487398,0.3690253396140311,44.11,4.11,0.0,40.0,49.0,-4.89,65.81,3.17,0.2785,HIGH,ColdFront,Operação nominal
260,10,-33.502284068816856,2.6336842756072634,130.9599395691104,0.2499999999999999,0.34913296526905563,42.88,2.88,0.0,40.0,49.0,-6.12,65.2,3.13,0.2789,HIGH,ColdFront,Operação nominal
261,10,-33.65656354595586,3.304000271027764,119.32726705507885,0.14644660940672627,0.3469355806472909,41.68,1.54,0.14,40.0,49.0,-7.32,64.46,2.92,0.2724,HIGH,ColdFront,Operação nominal
262,10,-33.18036617970595,3.845379155156215,130.03142317835196,0.06698729810778076,0.35364723095564987,40.99,0.77,0.23,40.0,49.0,-8.01,63.66,2.57,0.26,HIGH,ColdFront,Operação nominal
263,10,-33.31548138678954,4.504245909880962,123.52808974224561,0.017037086855465844,0.3376355240822764,40.55,0.19,0.37,40.0,49.0,-8.45,62.82,2.1,0.2422,HIGH,ColdFront,Operação nominal
264,11,-32.875278688411605,4.568702852322143,120.33483530756799,0.0,0.3320704562121598,40.38,0.0,0.38,40.0,49.0,-8.62,61.96,1.58,0.2224,HIGH,ColdFront,Operação nominal
265,11,-32.93250660215899,5.286656249096628,119.0015855409022,0.0170370868554659,0.35146518054984144,40.77,0.18,0.59,40.0,49.0,-8.23,61.13,1.05,0.2019,HIGH,ColdFront,Operação nominal
266,11,-32.511493394282326,5.052884226139816,119.00473525672243,0.06698729810778065,0.3374715109613522,41.22,0.7,0.52,40.0,49.0,-7.78,60.35,0.55,0.183,HIGH,ColdFront,Operação nominal
267,11,-32.33798951342758,5.145837222071437,121.1051223985059,0.14644660940672627,0.34631619490833915,42.11,1.56,0.55,40.0,49.0,-6.89,59.67,0.06,0.1628,HIGH,ColdFront,Operação nominal
268,11,-32.005148143369,5.568903375825126,122.3281944766288,0.2499999999999999,0.35959333160149126,43.38,2.69,0.69,40.0,49.0,-5.62,59.1,-0.3,0.1483,NOMINAL,ColdFront,Operação nominal
269,11,-32.453016664066006,5.03526638471611,112.3576475798892,0.3705904774487397,0.37725260664050786,44.17,3.66,0.51,40.0,49.0,-4.83,58.62,-0.49,0.141,NOMINAL,ColdFront,Operação nominal
270,11,-32.380354049524115,4.935726811536741,112.33666167443924,0.5,0.35915430392035425,45.42,4.94,0.48,40.0,49.0,-3.58,58.26,-0.33,0.153,NOMINAL,ColdFront,Operação nominal
271,11,-32.68130284310098,4.260688398357171,119.35263115541338,0.6294095225512605,0.3499172929549162,46.92,6.61,0.31,40.0,49.0,-2.08,58.05,0.04,0.1737,HIGH,ColdFront,Operação nominal
272,11,-32.70648758297626,5.086210738632358,119.3998322085212,0.75,0.3645944938242922,48.41,7.88,0.53,40.0,49.0,-0.59,58.0,0.6,0.2022,HIGH,ColdFront,Operação nominal
273,11,-33.06441877814846,5.834118552762596,125.58216810570441,0.8535533905932737,0.35769524361266997,50.23,9.43,0.79,40.0,49.0,1.23,58.12,1.36,0.2385,HIGH,ColdFront,Geração: 50.2 kW  Consumo: 49.0 kW  Saldo: +1.2 kW
274,11,-33.526239048069854,5.024278306926664,119.17959959315067,0.9330127018922194,0.3753434490944264,50.29,9.79,0.51,40.0,49.0,1.29,58.25,2.33,0.2826,HIGH,ColdFront,Geração: 50.3 kW  Consumo: 49.0 kW  Saldo: +1.3 kW
275,11,-33.74943758186935,5.102562533498495,123.6986603264468,0.9829629131445341,0.3568952073750439,51.23,10.7,0.53,40.0,49.0,2.23,58.47,3.36,0.3301,HIGH,,Geração: 51.2 kW  Consumo: 49.0 kW  Saldo: +2.2 kW
276,11,-23.76629957959024,4.493997050095548,187.09729033457592,1.0,0.34919160156563434,56.83,16.46,0.36,40.0,49.0,7.83,59.25,4.5,0.3815,HIGH,,Geração: 56.8 kW  Consumo: 49.0 kW  Saldo: +7.8 kW
277,11,-24.086537417839082,5.066190123677863,204.58472651607966,0.9829629131445341,0.34083881353306866,58.22,17.7,0.52,40.0,49.0,9.22,60.18,5.32,0.3997,HIGH,,Geração: 58.2 kW  Consumo: 49.0 kW  Saldo: +9.2 kW
278,11,-23.84139614122135,4.080615395734839,218.0431987085302,0.9330127018922192,0.33756167507409557,58.17,17.9,0.27,40.0,49.0,9.17,61.09,6.2,0.419,HIGH,,Geração: 58.2 kW  Consumo: 49.0 kW  Saldo: +9.2 kW
279,11,-23.497209149113765,4.5129008222478815,204.93540866137408,0.8535533905932737,0.3309090487465773,55.76,15.39,0.37,40.0,49.0,6.76,61.77,6.97,0.4329,HIGH,,Geração: 55.8 kW  Consumo: 49.0 kW  Saldo: +6.8 kW
280,11,-23.823460651873315,3.5402517499904373,208.29055535166978,0.7500000000000002,0.348489734004991,53.92,13.75,0.18,40.0,49.0,4.92,62.26,7.43,0.435,HIGH,,Geração: 53.9 kW  Consumo: 49.0 kW  Saldo: +4.9 kW
281,11,-24.23583748972457,3.705578293733369,189.49666989990794,0.6294095225512603,0.33931188139157353,50.7,10.5,0.2,40.0,49.0,1.7,62.43,7.65,0.4281,HIGH,,Geração: 50.7 kW  Consumo: 49.0 kW  Saldo: +1.7 kW
282,11,-24.010766090754682,3.9188068764453234,175.4149505293793,0.5,0.3375585065087549,47.96,7.72,0.24,40.0,49.0,-1.04,62.33,7.25,0.3929,HIGH,,Operação nominal
283,11,-24.293149340574512,3.4457890746494035,171.9325830347053,0.3705904774487398,0.32163624320909706,45.77,5.61,0.16,40.0,49.0,-3.23,62.0,6.5,0.3448,HIGH,,Operação nominal
284,11,-24.484518746039605,3.1596571764817227,167.90776302717669,0.2499999999999999,0.3266261556497279,43.82,3.69,0.13,40.0,49.0,-5.18,61.49,5.58,0.2929,HIGH,,Operação nominal
285,11,-24.251812095321004,3.937060650058262,167.03485144560665,0.14644660940672627,0.3455928547348707,42.4,2.15,0.24,40.0,49.0,-6.6,60.83,4.35,0.2275,HIGH,,Operação nominal
286,11,-24.746434877775577,2.9963398366566505,161.90544827846708,0.06698729810778076,0.3620041673087379,40.95,0.95,0.0,40.0,49.0,-8.05,60.02,2.87,0.1521,HIGH,,Operação nominal
287,11,-25.240469386826994,2.94142246459443,180.09953241750077,0.017037086855465844,0.36247063760220694,40.27,0.27,0.0,40.0,49.0,-8.73,59.15,1.16,0.067,HIGH,,Operação nominal
288,12,-25.461129694908237,3.8189534946525345,181.72021837863218,0.0,0.3598250408759686,40.22,0.0,0.22,40.0,49.0,-8.78,58.27,-0.69,-0.0239,NOMINAL,,Operação nominal
289,12,-25.72143349315668,4.628774957029687,190.95087528466678,0.0170370868554659,0.3755924089153527,40.68,0.29,0.4,40.0,49.0,-8.32,57.44,-2.61,-0.1176,NOMINAL,,Operação nominal
290,12,-25.55773659351977,4.0175707625620705,192.44136284661647,0.06698729810778065,0.36908198535659476,41.39,1.13,0.26,40.0,49.0,-7.61,56.68,-4.53,-0.2116,NOMINAL,,Operação nominal
291,12,-25.833001926661748,4.678044396443202,200.24384979975986,0.14644660940672627,0.35288629366503954,42.99,2.58,0.41,40.0,49.0,-6.01,56.08,-6.41,-0.3047,NOMINAL,,Operação nominal
292,12,-25.822605176374378,4.074892487985608,209.01772069530952,0.2499999999999999,0.3600647257160421,44.87,4.6,0.27,40.0,49.0,-4.13,55.66,-7.17,-0.3328,NOMINAL,ColdFront,Operação nominal
293,12,-36.28923565155057,4.270164072336755,127.04147369473792,0.3705904774487397,0.35705193575056465,44.45,4.14,0.31,40.0,49.0,-4.55,55.21,-7.71,-0.3527,NOMINAL,ColdFront,Operação nominal
294,12,-36.22456245033374,4.478695232828784,135.1188232629917,0.5,0.35404435505231524,46.3,5.95,0.36,40.0,49.0,-2.7,54.94,-8.24,-0.371,NOMINAL,ColdFront,Operação nominal
295,12,-36.42916710766983,5.458612232970719,134.17901995072236,0.6294095225512605,0.3612918630042835,47.76,7.43,0.33,40.0,48.0,-0.24,54.91,-8.54,-0.3806,NOMINAL,ColdFront,Operação nominal
296,12,-36.50275283111017,5.88681273085419,142.466385536149,0.75,0.3730165185935216,49.81,9.4,0.41,40.0,48.0,1.81,55.09,-8.56,-0.3789,NOMINAL,ColdFront,Geração: 49.8 kW  Consumo: 48.0 kW  Saldo: +1.8 kW
297,12,-36.62121107472546,6.33440903290388,136.46702718147424,0.8535533905932737,0.38321502098190213,50.76,10.25,0.51,40.0,48.0,2.76,55.37,-7.45,-0.3151,NOMINAL,ColdFront,Geração: 50.8 kW  Consumo: 48.0 kW  Saldo: +2.8 kW
298,12,-36.74753050908856,6.036922083985196,132.62524520522166,0.9330127018922194,0.3669898838513217,51.33,10.89,0.44,40.0,48.0,3.33,55.7,-6.35,-0.2551,NOMINAL,ColdFront,Geração: 51.3 kW  Consumo: 48.0 kW  Saldo: +3.3 kW
299,12,-36.956329466167986,5.259255062881686,129.47629034928306,0.9829629131445341,0.3619316397357968,51.49,11.2,0.29,40.0,48.0,3.49,56.05,-5.07,-0.187,NOMINAL,ColdFront,Geração: 51.5 kW  Consumo: 48.0 kW  Saldo: +3.5 kW
300,12,-36.99946319556574,5.537249196829001,132.73628011043837,1.0,0.3515896664351833,52.02,11.68,0.34,40.0,48.0,4.02,56.45,-3.73,-0.1164,NOMINAL,ColdFront,Geração: 52.0 kW  Consumo: 48.0 kW  Saldo: +4.0 kW
301,12,-37.35694401808999,6.247499405223443,129.8307203646107,0.9829629131445341,0.34747196544818043,51.72,11.23,0.49,40.0,48.0,3.72,56.83,-2.29,-0.0415,NOMINAL,ColdFront,Geração: 51.7 kW  Consumo: 48.0 kW  Saldo: +3.7 kW
302,12,-37.040836749857164,6.869952832027906,119.89945282838269,0.9330127018922192,0.3601558697909698,51.14,9.84,1.3,40.0,49.0,2.14,57.04,-0.82,0.0343,NOMINAL,ColdFront,Geração: 51.1 kW  Consumo: 49.0 kW  Saldo: +2.1 kW
303,12,-36.892155484790564,7.452186473098209,110.30530024753465,0.8535533905932737,0.34074946357109687,49.94,8.29,1.66,40.0,34.0,15.94,58.63,0.55,0.107,HIGH,ColdFront,Geração: 49.9 kW  Consumo: 34.0 kW  Saldo: +15.9 kW
304,12,-36.7119889383312,8.377153842890085,110.16195290945468,0.7500000000000002,0.3503639961953488,49.62,7.27,2.35,40.0,34.0,15.62,60.2,2.16,0.1595,HIGH,ColdFront,Geração: 49.6 kW  Consumo: 34.0 kW  Saldo: +15.6 kW
305,12,-36.638054049292045,7.970826332477894,107.9463312570611,0.6294095225512603,0.35225463151204905,48.0,5.98,2.03,40.0,34.0,14.0,61.6,3.63,0.2052,HIGH,ColdFront,Geração: 48.0 kW  Consumo: 34.0 kW  Saldo: +14.0 kW
306,12,-36.42383782521202,7.267928799842965,112.0275475022768,0.5,0.33582340596428156,46.46,4.93,1.54,40.0,34.0,12.46,62.84,4.86,0.2416,HIGH,ColdFront,Geração: 46.5 kW  Consumo: 34.0 kW  Saldo: +12.5 kW
307,12,-36.601012578036645,6.3373638702358335,100.82067605895699,0.3705904774487398,0.3375854899295063,44.31,3.29,1.02,40.0,34.0,10.31,63.87,5.87,0.2691,HIGH,ColdFront,Geração: 44.3 kW  Consumo: 34.0 kW  Saldo: +10.3 kW
308,12,-36.62498076545424,6.516856251488161,97.04707075577487,0.2499999999999999,0.3196510114227225,43.24,2.14,1.11,40.0,34.0,9.24,64.8,6.61,0.2861,HIGH,ColdFront,Geração: 43.2 kW  Consumo: 34.0 kW  Saldo: +9.2 kW
309,12,-36.72347279493947,5.87607921231516,103.98689541159473,0.14644660940672627,0.30795246897520734,42.15,1.34,0.81,40.0,49.0,-6.85,64.11,7.16,0.2955,HIGH,ColdFront,Operação nominal
310,12,-36.70291869091327,6.812753382071917,94.12258522882074,0.06698729810778076,0.2954625647820106,41.82,0.55,1.26,40.0,49.0,-7.18,63.39,6.27,0.259,HIGH,ColdFront,Operação nominal
311,12,-36.33293712392755,6.220976492163805,94.9866102824849,0.017037086855465844,0.2961854051837064,41.11,0.14,0.96,40.0,49.0,-7.89,62.61,5.33,0.2198,HIGH,ColdFront,Operação nominal
312,13,-36.37267110739552,5.876640775597328,101.40653795872257,0.0,0.2912667157091134,40.81,0.0,0.81,40.0,49.0,-8.19,61.79,4.3,0.1775,HIGH,ColdFront,Operação nominal
313,13,-36.297252462375155,5.221572750863183,93.56048309235631,0.0170370868554659,0.29650315360211826,40.71,0.14,0.57,40.0,49.0,-8.29,60.96,3.25,0.1339,HIGH,ColdFront,Operação nominal
314,13,-36.55591796016631,4.988961317664275,87.62868107860773,0.06698729810778065,0.2818072531269606,41.01,0.52,0.5,40.0,49.0,-7.99,60.16,2.19,0.091,HIGH,ColdFront,Operação nominal
315,13,-36.216035893266024,5.46824640633342,83.34050428635939,0.14644660940672627,0.27892138358883245,41.73,1.07,0.65,40.0,49.0,-7.27,59.43,1.19,0.0502,HIGH,ColdFront,Operação nominal
316,13,-35.75415088394354,5.03343611909123,71.53568903880037,0.2499999999999999,0.26626094318282334,42.08,1.57,0.51,40.0,49.0,-6.92,58.74,0.28,0.0135,HIGH,ColdFront,Operação nominal
317,13,-36.11431175987312,4.646440738367609,67.23070628438018,0.3705904774487397,0.2763041904355932,42.59,2.19,0.4,40.0,49.0,-6.41,58.1,-0.54,-0.0188,NOMINAL,ColdFront,Operação nominal
318,13,-35.70121755598551,3.7926959514834,72.37673106358179,0.5,0.27344335017965615,43.4,3.18,0.22,40.0,49.0,-5.6,57.54,-1.28,-0.0476,NOMINAL,ColdFront,Operação nominal
319,13,-35.52012551561309,2.9877466283431557,77.33558858490746,0.6294095225512605,0.29029342340186554,44.28,4.28,0.0,40.0,49.0,-4.72,57.07,-1.89,-0.0709,NOMINAL,ColdFront,Operação nominal
320,13,-35.24585635104046,2.340910205940113,66.41597176083374,0.75,0.3026248062446336,44.38,4.38,0.0,40.0,49.0,-4.62,56.6,-2.35,-0.0877,NOMINAL,ColdFront,Operação nominal
321,13,-34.87907261045429,1.6086986950767634,56.22679201928098,0.8535533905932737,0.296024031382388,44.22,4.22,0.0,40.0,49.0,-4.78,56.13,-2.74,-0.1,NOMINAL,ColdFront,Operação nominal
322,13,-35.06571941094616,2.0710468483033164,51.44717677374493,0.9330127018922194,0.3015692875789129,44.22,4.22,0.0,40.0,49.0,-4.78,55.65,-3.05,-0.1074,NOMINAL,ColdFront,Operação nominal
323,13,-34.63575363748991,1.5120858391921335,56.08685352102697,0.9829629131445341,0.30538552663914553,44.85,4.85,0.0,40.0,49.0,-4.15,55.23,-3.33,-0.114,NOMINAL,ColdFront,Operação nominal
324,13,-34.86649693976973,1.2470217569592241,64.68443387426981,1.0,0.31317224157401924,45.69,5.69,0.0,40.0,49.0,-3.31,54.9,-3.51,-0.1158,NOMINAL,ColdFront,Operação nominal
325,13,-35.257052490472276,1.3183513581482509,61.06516648199522,0.9829629131445341,0.3226897549255209,45.28,5.28,0.0,40.0,49.0,-3.72,54.53,-3.35,-0.0999,NOMINAL,ColdFront,Operação nominal
326,13,-35.642253526366666,1.5859885611388362,49.28658713232977,0.9330127018922192,0.3331767194896314,44.05,4.05,0.0,40.0,49.0,-4.95,54.04,-3.14,-0.0802,NOMINAL,ColdFront,Operação nominal
327,13,-35.667028867807716,2.4650835541289973,54.98665527085107,0.8535533905932737,0.32385970791586294,44.13,4.13,0.0,40.0,49.0,-4.87,53.55,-3.0,-0.0623,NOMINAL,ColdFront,Operação nominal
328,13,-35.60861170710897,1.904399871644587,65.24078745594011,0.7500000000000002,0.3195062530933335,44.31,4.31,0.0,40.0,49.0,-4.69,53.08,-2.91,-0.0491,NOMINAL,ColdFront,Operação nominal
329,13,-36.02962778889137,2.5311494932587086,76.25886322949647,0.6294095225512603,0.31411874388876265,44.22,4.22,0.0,40.0,49.0,-4.78,52.6,-2.87,-0.039,NOMINAL,ColdFront,Operação nominal
330,13,-36.49258379619371,1.8821899274775558,65.15112377235266,0.5,0.31231814781180023,42.87,2.87,0.0,40.0,49.0,-6.13,51.99,-2.95,-0.0367,NOMINAL,ColdFront,Operação nominal
331,13,-36.84572720265126,1.7810514453295845,63.11368597361329,0.3705904774487398,0.3240167553260633,42.06,2.06,0.0,40.0,49.0,-6.94,51.29,-3.24,-0.0444,NOMINAL,ColdFront,Operação nominal
332,13,-36.407696774831244,1.9869251658643914,70.28779795282799,0.2499999999999999,0.32752186880397416,41.55,1.55,0.0,40.0,49.0,-7.45,50.55,-3.69,-0.0595,NOMINAL,ColdFront,Operação nominal
333,13,-36.77044233128065,2.6876308066437806,58.94612278416446,0.14644660940672627,0.3249179302864918,40.76,0.76,0.0,40.0,49.0,-8.24,49.73,-4.25,-0.0807,NOMINAL,ColdFront,Operação nominal
334,13,-36.94318166861222,3.620850255720991,47.49649854186356,0.06698729810778076,0.33740510312500355,40.47,0.28,0.19,40.0,49.0,-8.53,48.87,-4.94,-0.1074,NOMINAL,ColdFront,Operação nominal
335,13,-36.488227627549335,4.146480545093348,52.44537328649045,0.017037086855465844,0.3268222129595523,40.36,0.08,0.29,40.0,49.0,-8.64,48.01,-5.72,-0.1385,NOMINAL,ColdFront,Operação nominal
336,14,-36.60860268498255,4.551812652626841,55.31932048241192,0.0,0.3427693925400436,40.38,0.0,0.38,40.0,49.0,-8.62,47.15,-6.53,-0.1717,NOMINAL,ColdFront,Operação nominal
337,14,-36.3967336735972,3.8645841453271266,53.887805815139885,0.0170370868554659,0.3399543574684821,40.31,0.08,0.23,40.0,49.0,-8.69,46.28,-7.34,-0.2049,NOMINAL,ColdFront,Operação nominal
338,14,-36.81712021088072,4.77727281525647,64.9689640842345,0.06698729810778065,0.32314425264637303,40.82,0.38,0.44,40.0,49.0,-8.18,45.46,-8.13,-0.2371,NOMINAL,ColdFront,Operação nominal
339,14,-36.447213327505004,5.3721477795104,55.3859514237114,0.14644660940672627,0.30968121605867827,41.33,0.71,0.62,40.0,49.0,-7.67,44.69,-8.86,-0.2661,NOMINAL,,Operação nominal
340,14,-26.471257990964556,5.597560685168076,94.80002501012757,0.2499999999999999,0.3269833032462419,42.79,2.09,0.7,40.0,49.0,-6.21,44.07,-9.46,-0.2895,NOMINAL,,Operação nominal
341,14,-26.840072764961977,6.187696867836617,75.3980163577527,0.3705904774487397,0.3086310702988595,43.41,2.46,0.95,40.0,49.0,-5.59,43.51,-9.86,-0.304,NOMINAL,,Operação nominal
342,14,-26.49829008931713,5.855595964734914,67.20631217362215,0.5,0.29191609694781906,43.76,2.96,0.8,40.0,49.0,-5.24,42.99,-10.22,-0.3177,NOMINAL,,Operação nominal
343,14,-26.853358329309266,5.125078536837738,76.04037510834347,0.6294095225512605,0.2971002645088419,44.75,4.21,0.54,40.0,49.0,-4.25,42.56,-10.47,-0.3256,NOMINAL,,Operação nominal
344,14,-27.22384315519225,4.9274969458239415,81.93868148550496,0.75,0.2942309162185353,45.89,5.41,0.48,40.0,49.0,-3.11,42.25,-10.51,-0.3241,NOMINAL,,Operação nominal
345,14,-27.537134787099536,4.11298059225699,89.59747935630635,0.8535533905932737,0.3084948449852128,47.01,6.73,0.28,40.0,49.0,-1.99,42.05,-10.36,-0.3138,NOMINAL,,Operação nominal
346,14,-28.00240982781992,3.9929193950342743,99.59373710509948,0.9330127018922194,0.29199777467967114,48.43,8.18,0.25,40.0,49.0,-0.57,42.0,-10.07,-0.2976,NOMINAL,,Operação nominal
347,14,-28.335375215581635,3.3451552184293964,97.6693761467024,0.9829629131445341,0.2947111356076532,48.6,8.45,0.15,40.0,49.0,-0.4,41.96,-9.61,-0.2758,NOMINAL,,Operação nominal
348,14,-28.715165876203415,3.660688381033225,104.71918159314724,1.0,0.2849972010829534,49.31,9.22,0.1,40.0,28.0,21.31,44.09,-9.13,-0.2526,NOMINAL,,Geração: 49.3 kW  Consumo: 28.0 kW  Saldo: +21.3 kW
349,14,-28.695005900535595,3.839890004771644,113.35811641503528,0.9829629131445341,0.3010853760980681,49.92,9.81,0.11,40.0,28.0,21.92,46.28,-6.8,-0.1723,NOMINAL,,Geração: 49.9 kW  Consumo: 28.0 kW  Saldo: +21.9 kW
350,14,-28.852314609926196,3.214006395113538,127.09174866274985,0.9330127018922192,0.29791678317369863,50.5,10.43,0.07,40.0,28.0,22.5,48.53,-4.48,-0.093,NOMINAL,,Geração: 50.5 kW  Consumo: 28.0 kW  Saldo: +22.5 kW
351,14,-29.350217977517982,3.3237594851469634,123.80207930105288,0.8535533905932737,0.2844342967131186,49.37,9.3,0.07,40.0,48.0,1.37,48.67,-2.23,-0.0185,NOMINAL,,Geração: 49.4 kW  Consumo: 48.0 kW  Saldo: +1.4 kW
352,14,-29.685236837213218,3.890769050549996,118.86760025158719,0.7500000000000002,0.2887382954087994,47.96,7.85,0.12,40.0,48.0,-0.04,48.66,-1.18,0.0366,NOMINAL,,Operação nominal
353,14,-29.609382728059906,4.441867947212915,101.81101548819446,0.6294095225512603,0.29803333680273497,45.81,5.64,0.18,40.0,48.0,-2.19,48.44,-0.22,0.0889,NOMINAL,,Operação nominal
354,14,-30.0131981516009,3.60602401123569,101.66966281184031,0.5,0.3169508177012765,44.57,4.47,0.09,40.0,48.0,-3.43,48.1,0.52,0.1331,HIGH,,Operação nominal
355,14,-30.017703297214837,2.7878880587746053,115.36645987587725,0.3705904774487398,0.3274365376265174,43.76,3.76,0.0,40.0,48.0,-4.24,47.68,1.14,0.1717,HIGH,,Operação nominal
356,14,-30.497263557830113,2.5932902851133393,108.30029243312138,0.2499999999999999,0.33839044875582047,42.38,2.38,0.0,40.0,48.0,-5.62,47.11,1.63,0.2044,HIGH,,Operação nominal
357,14,-30.46116468923601,3.3281794008563694,116.57973791969314,0.14644660940672627,0.34084811404833937,41.58,1.5,0.07,40.0,48.0,-6.42,46.47,2.0,0.2322,HIGH,,Operação nominal
358,14,-30.71065120521311,3.564711035614963,102.62403526075182,0.06698729810778076,0.3281906982377848,40.7,0.6,0.09,40.0,48.0,-7.3,45.74,1.64,0.2168,HIGH,,Operação nominal
359,14,-30.852294523205234,4.274611999732485,90.95486343896182,0.017037086855465844,0.31340044585600646,40.29,0.14,0.16,40.0,48.0,-7.71,44.97,1.18,0.1982,HIGH,,Operação nominal
360,15,-31.05600791268733,4.860221236054256,81.12055958433373,0.0,0.2934019626681066,40.46,0.0,0.46,40.0,49.0,-8.54,44.12,0.66,0.1767,HIGH,,Operação nominal
361,15,-30.82628409760177,5.0020384074023205,83.36320326388704,0.0170370868554659,0.278668871234583,40.63,0.12,0.5,40.0,49.0,-8.37,43.28,0.05,0.1523,HIGH,,Operação nominal
362,15,-30.619595287665163,4.147955267215192,88.82812015611121,0.06698729810778065,0.2603787065169799,40.81,0.52,0.29,40.0,49.0,-8.19,42.46,-0.55,0.1281,NOMINAL,,Operação nominal
363,15,-30.295837566923023,3.836808842113871,83.50096204273852,0.14644660940672627,0.24468405269029153,41.3,1.08,0.23,40.0,49.0,-7.7,41.69,-1.11,0.1051,NOMINAL,,Operação nominal
364,15,-30.72294365546245,3.5550048796721994,96.41569484022315,0.2499999999999999,0.22809532064097032,42.3,2.12,0.18,40.0,49.0,-6.7,41.02,-1.6,0.0853,NOMINAL,,Operação nominal
365,15,-30.363476275557524,3.4177187127497444,93.58190368642464,0.3705904774487397,0.23749996676140447,43.21,3.05,0.16,40.0,49.0,-5.79,40.44,-2.0,0.0691,NOMINAL,ColdFront,Operação nominal
366,15,-39.886645041417964,3.64846749452036,60.19349873175463,0.5,0.25576818587516525,42.84,2.65,0.19,40.0,49.0,-6.16,39.83,-2.29,0.0565,LOW,ColdFront,ALERTA: reduzir consumo — tendência negativa detectada
367,15,-39.70991537372212,3.2714361718785128,69.93746178855041,0.6294095225512605,0.2390274915213072,44.01,3.87,0.14,40.0,44.0,0.01,39.83,-2.59,0.0451,LOW,ColdFront,ALERTA: reduzir consumo — tendência negativa detectada
368,15,-39.52056103774454,3.5795792463895166,60.678130850359175,0.75,0.2462285960670208,44.19,4.0,0.18,40.0,44.0,0.19,39.85,-2.32,0.0518,LOW,ColdFront,ALERTA: reduzir consumo — tendência negativa detectada
369,15,-39.192136261120055,4.003085199576549,60.43177009713395,0.8535533905932737,0.23010124353668984,44.8,4.54,0.26,40.0,44.0,0.8,39.93,-2.05,0.0587,LOW,ColdFront,ALERTA: reduzir consumo — tendência negativa detectada
370,15,-38.97352760128359,4.560618572465175,61.077574356938015,0.9330127018922194,0.23761146147480566,45.39,5.01,0.38,40.0,44.0,1.39,40.07,-1.75,0.0662,NOMINAL,ColdFront,Geração: 45.4 kW  Consumo: 44.0 kW  Saldo: +1.4 kW
371,15,-39.42398915795846,4.238738097700944,54.798858532709005,0.9829629131445341,0.2212649432956888,45.04,4.74,0.3,40.0,49.0,-3.96,39.67,-1.42,0.0746,LOW,ColdFront,ALERTA: reduzir consumo — tendência negativa detectada
372,15,-39.38054064298216,3.464311848682398,63.93606163998678,1.0,0.21658908312444403,45.79,5.63,0.17,40.0,44.0,1.79,39.85,-1.52,0.0704,LOW,ColdFront,ALERTA: reduzir consumo — tendência negativa detectada
373,15,-39.53155686296407,2.7303847201346296,57.56644717983843,0.9829629131445341,0.20772957940423356,44.98,4.98,0.0,40.0,44.0,0.98,39.95,-1.1,0.0831,LOW,ColdFront,ALERTA: reduzir consumo — tendência negativa detectada
374,15,-39.62920366144588,1.8505438596045642,53.157416955308676,0.9330127018922192,0.202914143981063,44.36,4.36,0.0,40.0,44.0,0.36,39.98,-0.78,0.092,LOW,ColdFront,ALERTA: reduzir consumo — tendência negativa detectada
375,15,-39.255302468245546,1.678857901093747,52.980893728295676,0.8535533905932737,0.19410710808613812,43.98,3.98,0.0,40.0,44.0,-0.02,39.98,-0.59,0.0956,LOW,ColdFront,ALERTA: reduzir consumo — tendência negativa detectada
376,15,-39.3739108223567,0.9240442603740409,42.27035567688069,0.7500000000000002,0.19179285661176246,82.79,2.79,0.0,80.0,47.0,35.79,43.56,-0.43,0.0978,NOMINAL,ColdFront,Geração: 82.8 kW  Consumo: 47.0 kW  Saldo: +35.8 kW
